UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Failure,Failure_Probability,Risk Score,Decision,Expected Cost,Savings
5083,H34496,H,304.1,313.2,1590,43.4,52,0,0,0,0,0,0,0,0.027286189100780404,2.7286189100780405,NO ACTION,136.43094550390202,0
5084,L52263,L,304.1,313.1,1327,54.1,57,0,0,0,0,0,0,0,0.029891688265209253,2.9891688265209253,NO ACTION,149.45844132604626,0
5085,L52264,L,304.1,313.1,1969,20.8,59,0,0,0,0,0,0,0,0.005112776510149097,0.5112776510149097,NO ACTION,25.563882550745486,0
5086,M19945,M,304.0,313.0,1377,56.0,61,0,0,0,0,0,0,0,0.08889273930618716,8.889273930618716,NO ACTION,444.4636965309358,0
5087,L52266,L,304.0,313.0,1541,45.9,64,0,0,0,0,0,0,0,0.03957714678020104,3.9577146780201042,NO ACTION,197.8857339010052,0
5088,M19947,M,304.0,313.0,1685,28.2,66,0,0,0,0,0,0,0,0.001696744221866992,0.1696744221866992,NO ACTION,8.48372110933496,0
5089,L52268,L,304.0,313.1,1465,41.0,69,0,0,0,0,0,0,0,0.004388146710984101,0.43881467109841016,NO ACTION,21.940733554920506,0
5090,M19949,M,303.9,313.1,1483,47.2,71,0,0,0,0,0,0,0,0.02728488645907533,2.7284886459075333,NO ACTION,136.42443229537665,0
5091,M19950,M,303.9,313.2,1570,40.7,74,0,0,0,0,0,0,0,0.01193543566308893,1.1935435663088931,NO ACTION,59.67717831544465,0
5092,L52271,L,303.9,313.2,1345,48.2,77,0,0,0,0,0,0,0,0.007510090938629422,0.7510090938629422,NO ACTION,37.55045469314711,0
5093,M19952,M,303.9,313.2,1608,40.6,79,0,0,0,0,0,0,0,0.01899236931750245,1.899236931750245,NO ACTION,94.96184658751226,0
5094,M19953,M,304.0,313.3,1415,52.8,82,0,0,0,0,0,0,0,0.05915906781243721,5.915906781243721,NO ACTION,295.79533906218603,0
5095,M19954,M,304.1,313.5,1470,45.8,85,0,0,0,0,0,0,0,0.015991615940695432,1.5991615940695432,NO ACTION,79.95807970347715,0
5096,M19955,M,304.1,313.5,1428,39.9,88,0,0,0,0,0,0,0,0.002071219141268938,0.2071219141268938,NO ACTION,10.35609570634469,0
5097,H34510,H,304.2,313.5,1627,32.2,91,0,0,0,0,0,0,0,0.0027318283438641853,0.27318283438641855,NO ACTION,13.659141719320926,0
5098,L52277,L,304.2,313.4,1457,49.4,96,0,0,0,0,0,0,0,0.04914355705649546,4.9143557056495455,NO ACTION,245.71778528247728,0
5099,L52278,L,304.2,313.4,1475,40.2,98,0,0,0,0,0,0,0,0.005193346083745617,0.5193346083745617,NO ACTION,25.966730418728083,0
5100,L52279,L,304.2,313.5,1438,50.1,100,0,0,0,0,0,0,0,0.04631321407442381,4.631321407442381,NO ACTION,231.56607037211907,0
5101,M19960,M,304.2,313.5,1437,47.2,102,0,0,0,0,0,0,0,0.021762072848868413,2.1762072848868415,NO ACTION,108.81036424434207,0
5102,M19961,M,304.1,313.4,1518,42.4,105,0,0,0,0,0,0,0,0.015504575362072314,1.5504575362072315,NO ACTION,77.52287681036157,0
5103,M19962,M,304.1,313.5,1587,33.6,108,0,0,0,0,0,0,0,0.002930336752443742,0.2930336752443742,NO ACTION,14.65168376221871,0
5104,L52283,L,304.1,313.4,1399,43.7,111,0,0,0,0,0,0,0,0.006231980688076342,0.6231980688076342,NO ACTION,31.15990344038171,0
5105,L52284,L,304.1,313.5,1469,44.6,113,0,0,0,0,0,0,0,0.016447470958962495,1.6447470958962496,NO ACTION,82.23735479481248,0
5106,L52285,L,304.1,313.4,1374,56.6,115,0,0,0,0,0,0,0,0.1461896299771869,14.61896299771869,NO ACTION,730.9481498859345,0
5107,L52286,L,304.0,313.3,1519,36.7,117,0,0,0,0,0,0,0,0.00392421617411462,0.392421617411462,NO ACTION,19.6210808705731,0
5108,L52287,L,303.9,313.2,1540,44.4,119,0,0,0,0,0,0,0,0.041101702476955715,4.110170247695572,NO ACTION,205.50851238477858,0
5109,L52288,L,303.9,313.3,1394,51.6,121,0,0,0,0,0,0,0,0.05201288664539744,5.201288664539744,NO ACTION,260.0644332269872,0
5110,M19969,M,304.0,313.4,1389,45.8,123,0,0,0,0,0,0,0,0.01063050139285821,1.063050139285821,NO ACTION,53.15250696429105,0
5111,M19970,M,304.0,313.5,1732,26.2,126,0,0,0,0,0,0,0,0.0023486773915096636,0.23486773915096637,NO ACTION,11.743386957548319,0
5112,L52291,L,304.1,313.6,1556,37.4,129,0,0,0,0,0,0,0,0.007004912432444834,0.7004912432444834,NO ACTION,35.02456216222417,0
5113,M19972,M,304.1,313.6,1441,43.7,131,0,0,0,0,0,0,0,0.010875946966721485,1.0875946966721486,NO ACTION,54.37973483360742,0
5114,L52293,L,304.1,313.6,1382,46.7,134,0,0,0,0,0,0,0,0.013122409067261018,1.3122409067261018,NO ACTION,65.61204533630509,0
5115,M19974,M,304.2,313.8,1481,44.9,136,0,0,0,0,0,0,0,0.022794965259968297,2.2794965259968296,NO ACTION,113.97482629984148,0
5116,M19975,M,304.2,313.7,2113,18.4,139,0,0,0,0,0,0,0,0.024271390486415467,2.4271390486415467,NO ACTION,121.35695243207734,0
5117,L52296,L,304.2,313.8,1401,53.9,142,0,0,0,0,0,0,0,0.10699695935749638,10.699695935749638,NO ACTION,534.9847967874819,0
5118,L52297,L,304.1,313.6,1611,31.4,144,0,0,0,0,0,0,0,0.003093067438577824,0.3093067438577824,NO ACTION,15.46533719288912,0
5119,M19978,M,304.2,313.6,1512,33.4,146,0,0,0,0,0,0,0,0.001932358238157323,0.1932358238157323,NO ACTION,9.661791190786614,0
5120,L52299,L,304.2,313.6,1411,46.0,149,0,0,0,0,0,0,0,0.019802043647938555,1.9802043647938556,NO ACTION,99.01021823969278,0
5121,M19980,M,304.2,313.6,1424,43.7,151,0,0,0,0,0,0,0,0.012636749831685157,1.2636749831685157,NO ACTION,63.18374915842579,0
5122,L52301,L,304.2,313.6,1469,40.0,154,0,0,0,0,0,0,0,0.007994236260296269,0.7994236260296269,NO ACTION,39.971181301481344,0
5123,H34536,H,304.2,313.5,1684,29.8,156,0,0,0,0,0,0,0,0.006358180317076644,0.6358180317076644,NO ACTION,31.79090158538322,0
5124,M19983,M,304.2,313.5,1532,41.3,161,0,0,0,0,0,0,0,0.027562489241346227,2.756248924134623,NO ACTION,137.81244620673112,0
5125,M19984,M,304.2,313.5,1557,37.3,164,0,0,0,0,0,0,0,0.012916642897332003,1.2916642897332002,NO ACTION,64.58321448666001,0
5126,M19985,M,304.3,313.5,1416,48.1,167,0,0,0,0,0,0,0,0.054214989103327546,5.421498910332755,NO ACTION,271.07494551663774,0
5127,L52306,L,304.3,313.5,1802,25.4,170,0,0,0,0,0,0,0,0.0094982698741392,0.94982698741392,NO ACTION,47.491349370696,0
5128,M19987,M,304.3,313.5,2245,15.1,172,0,0,0,0,0,0,0,0.08344375402235191,8.34437540223519,NO ACTION,417.2187701117595,0
5129,L52308,L,304.2,313.4,1434,42.5,175,0,0,0,0,0,0,0,0.016688144934532193,1.6688144934532194,NO ACTION,83.44072467266096,0
5130,M19989,M,304.1,313.3,1725,28.3,177,0,0,0,0,0,0,0,0.009758409351890325,0.9758409351890325,NO ACTION,48.79204675945162,0
5131,L52310,L,304.2,313.3,1668,35.7,180,0,0,0,0,0,0,0,0.04237621023136289,4.237621023136289,NO ACTION,211.88105115681446,0
5132,L52311,L,304.1,313.3,1452,43.9,182,0,0,0,0,0,0,0,0.03273417064982656,3.273417064982656,NO ACTION,163.6708532491328,0
5133,L52312,L,304.1,313.3,1415,50.0,184,0,0,0,0,0,0,0,0.10833348679406284,10.833348679406283,NO ACTION,541.6674339703142,0
5134,L52313,L,304.1,313.2,1824,25.8,186,0,0,0,0,0,0,0,0.0185608983051389,1.85608983051389,NO ACTION,92.8044915256945,0
5135,L52314,L,304.1,313.3,1438,45.5,188,0,0,0,0,0,0,0,0.046196196313188755,4.6196196313188755,NO ACTION,230.98098156594378,0
5136,L52315,L,304.1,313.3,1883,24.5,190,0,0,0,0,0,0,0,0.024368921415546415,2.4368921415546416,NO ACTION,121.84460707773208,0
5137,L52316,L,304.2,313.4,1735,28.9,192,0,0,0,0,0,0,0,0.015489509449131151,1.5489509449131151,NO ACTION,77.44754724565576,0
5138,L52317,L,304.3,313.5,1464,36.7,194,0,0,0,0,0,0,0,0.0061596352307946725,0.6159635230794672,NO ACTION,30.798176153973362,0
5139,M19998,M,304.3,313.6,1489,40.3,196,0,0,0,0,0,0,0,0.020332886480412784,2.033288648041278,NO ACTION,101.66443240206392,0
5140,M19999,M,304.4,313.6,1510,38.9,199,0,0,0,0,0,0,0,0.019875313501790882,1.987531350179088,NO ACTION,99.37656750895441,0
5141,M20000,M,304.3,313.6,1585,32.1,202,0,0,0,0,0,0,0,0.007025065041744233,0.7025065041744233,NO ACTION,35.125325208721165,0
5142,L52321,L,304.4,313.7,1509,35.0,205,1,1,0,0,0,0,1,0.006753067111264245,0.6753067111264245,NO ACTION,33.765335556321226,0
5143,L52322,L,304.4,313.6,1568,39.1,0,0,0,0,0,0,0,0,0.003000068392717504,0.3000068392717504,NO ACTION,15.000341963587521,0
5144,M20003,M,304.3,313.5,1525,42.0,2,0,0,0,0,0,0,0,0.004211444558345856,0.42114445583458554,NO ACTION,21.057222791729277,0
5145,L52324,L,304.4,313.7,1607,33.5,5,0,0,0,0,0,0,0,0.0009843965968954844,0.09843965968954844,NO ACTION,4.921982984477422,0
5146,L52325,L,304.5,313.7,1670,32.9,7,0,0,0,0,0,0,0,0.0019064168846310834,0.19064168846310833,NO ACTION,9.532084423155418,0
5147,L52326,L,304.4,313.6,1585,38.9,9,0,0,0,0,0,0,0,0.0038781356997778247,0.3878135699777825,NO ACTION,19.390678498889123,0
5148,L52327,L,304.4,313.6,1569,38.4,11,0,0,0,0,0,0,0,0.0028954240464351016,0.28954240464351017,NO ACTION,14.477120232175508,0
5149,L52328,L,304.4,313.6,1507,43.1,13,0,0,0,0,0,0,0,0.0053109780571998465,0.5310978057199847,NO ACTION,26.55489028599923,0
5150,L52329,L,304.3,313.5,1452,41.5,15,0,0,0,0,0,0,0,0.00190057963341681,0.190057963341681,NO ACTION,9.50289816708405,0
5151,L52330,L,304.3,313.5,1590,29.8,17,0,0,0,0,0,0,0,0.0003803075952169079,0.03803075952169079,NO ACTION,1.9015379760845394,0
5152,L52331,L,304.3,313.6,1409,56.0,19,0,0,0,0,0,0,0,0.056604466430282774,5.660446643028277,NO ACTION,283.0223321514139,0
5153,L52332,L,304.3,313.5,2643,12.7,21,0,0,0,0,0,0,0,0.37547916774182105,37.547916774182106,NO ACTION,1877.3958387091052,0
5154,L52333,L,304.2,313.4,1644,31.7,23,0,0,0,0,0,0,0,0.0012928907571247569,0.1292890757124757,NO ACTION,6.4644537856237845,0
5155,L52334,L,304.2,313.4,1568,37.6,25,0,0,0,0,0,0,0,0.0028124653391047366,0.28124653391047366,NO ACTION,14.062326695523684,0
5156,H34569,H,304.2,313.3,1625,37.3,27,0,0,0,0,0,0,0,0.005560302777106288,0.5560302777106287,NO ACTION,27.80151388553144,0
5157,L52336,L,304.2,313.4,1482,41.4,32,0,0,0,0,0,0,0,0.003280729068478227,0.3280729068478227,NO ACTION,16.403645342391137,0
5158,H34571,H,304.1,313.3,1397,49.6,34,0,0,0,0,0,0,0,0.012120027269421787,1.2120027269421787,NO ACTION,60.600136347108936,0
5159,L52338,L,304.1,313.3,1459,50.3,39,0,0,0,0,0,0,0,0.031191557144503834,3.1191557144503834,NO ACTION,155.95778572251916,0
5160,L52339,L,304.2,313.4,1490,44.0,41,0,0,0,0,0,0,0,0.008217880559875655,0.8217880559875654,NO ACTION,41.08940279937828,0
5161,L52340,L,304.1,313.2,1434,50.1,43,0,0,0,0,0,0,0,0.025766861674356868,2.5766861674356867,NO ACTION,128.83430837178435,0
5162,M20021,M,304.1,313.2,2028,18.9,45,0,0,0,0,0,0,0,0.004520228681554094,0.4520228681554094,NO ACTION,22.60114340777047,0
5163,L52342,L,304.2,313.3,1464,45.9,48,0,0,0,0,0,0,0,0.012303197457919251,1.230319745791925,NO ACTION,61.515987289596254,0
5164,M20023,M,304.2,313.4,1713,23.5,50,0,0,0,0,0,0,0,0.00042767226083544047,0.042767226083544045,NO ACTION,2.1383613041772023,0
5165,M20024,M,304.3,313.4,1624,32.1,53,0,0,0,0,0,0,0,0.0018506971657213885,0.18506971657213886,NO ACTION,9.253485828606943,0
5166,L52345,L,304.2,313.4,1421,43.4,56,0,0,0,0,0,0,0,0.003885462366109002,0.3885462366109002,NO ACTION,19.427311830545012,0
5167,H34580,H,304.2,313.5,1546,41.4,58,0,0,0,0,0,0,0,0.008710669799604432,0.8710669799604432,NO ACTION,43.55334899802216,0
5168,L52347,L,304.2,313.4,1639,32.7,63,0,0,0,0,0,0,0,0.0027189548401801746,0.27189548401801744,NO ACTION,13.594774200900872,0
5169,H34582,H,304.1,313.4,1696,29.6,65,0,0,0,0,0,0,0,0.0021055863339464694,0.21055863339464695,NO ACTION,10.527931669732347,0
5170,L52349,L,304.1,313.3,1470,39.9,70,0,0,0,0,0,0,0,0.003156544118232526,0.3156544118232526,NO ACTION,15.78272059116263,0
5171,M20030,M,304.1,313.3,1480,38.4,72,0,0,0,0,0,0,0,0.0024086285094730283,0.24086285094730284,NO ACTION,12.043142547365141,0
5172,M20031,M,304.2,313.4,1329,54.5,75,0,0,0,0,0,0,0,0.03558910243370056,3.5589102433700557,NO ACTION,177.9455121685028,0
5173,L52352,L,304.2,313.4,1740,28.2,78,0,0,0,0,0,0,0,0.0030479820154786126,0.30479820154786125,NO ACTION,15.239910077393063,0
5174,M20033,M,304.2,313.5,1739,28.1,80,0,0,0,0,0,0,0,0.0027506206466464977,0.2750620646646498,NO ACTION,13.753103233232489,0
5175,M20034,M,304.2,313.5,1390,47.8,83,0,0,0,0,0,0,0,0.011805675157602166,1.1805675157602165,NO ACTION,59.02837578801083,0
5176,L52355,L,304.2,313.4,1740,23.7,86,0,0,0,0,0,0,0,0.0009874841057515584,0.09874841057515583,NO ACTION,4.937420528757792,0
5177,M20036,M,304.0,313.3,1844,27.1,88,0,0,0,0,0,0,0,0.007783658814045181,0.7783658814045181,NO ACTION,38.918294070225905,0
5178,H34591,H,304.0,313.1,1388,53.2,91,0,0,0,0,0,0,0,0.06507334601510392,6.507334601510392,NO ACTION,325.3667300755196,0
5179,H34592,H,304.0,313.2,1517,43.1,96,0,0,0,0,0,0,0,0.018164403013538884,1.8164403013538883,NO ACTION,90.82201506769442,0
5180,M20039,M,304.0,313.1,1450,42.8,101,0,0,0,0,0,0,0,0.009196871662123195,0.9196871662123195,NO ACTION,45.984358310615974,0
5181,L52360,L,304.0,313.2,1584,38.7,104,0,0,0,0,0,0,0,0.013023858060282131,1.3023858060282132,NO ACTION,65.11929030141066,0
5182,L52361,L,304.0,313.1,1720,28.7,106,0,0,0,0,0,0,0,0.004477434940971327,0.44774349409713265,NO ACTION,22.387174704856633,0
5183,L52362,L,303.9,313.1,1586,31.9,108,0,0,0,0,0,0,0,0.0022169356109677414,0.22169356109677413,NO ACTION,11.084678054838706,0
5184,M20043,M,303.9,313.0,1901,22.5,110,0,0,0,0,0,0,0,0.006823424638877257,0.6823424638877257,NO ACTION,34.11712319438629,0
5185,L52364,L,304.0,313.0,1397,42.4,113,0,0,0,0,0,0,0,0.005795392087998148,0.5795392087998148,NO ACTION,28.976960439990737,0
5186,L52365,L,304.0,313.0,2012,21.1,115,0,0,0,0,0,0,0,0.01886497575517442,1.8864975755174418,NO ACTION,94.3248787758721,0
5187,L52366,L,304.0,313.0,2354,15.0,117,0,0,0,0,0,0,0,0.15448690344012375,15.448690344012375,NO ACTION,772.4345172006188,0
5188,L52367,L,304.0,313.1,1648,35.7,119,0,0,0,0,0,0,0,0.015780531567195975,1.5780531567195974,NO ACTION,78.90265783597987,0
5189,L52368,L,304.0,313.2,1632,30.6,121,0,0,0,0,0,0,0,0.0030827975903713477,0.3082797590371348,NO ACTION,15.413987951856738,0
5190,M20049,M,304.1,313.2,1427,46.9,123,0,0,0,0,0,0,0,0.028320260999418995,2.8320260999418996,NO ACTION,141.60130499709499,0
5191,L52370,L,304.1,313.2,1452,48.0,126,0,0,0,0,0,0,0,0.051705861367307406,5.170586136730741,NO ACTION,258.52930683653705,0
5192,L52371,L,304.0,313.2,1416,46.0,128,0,0,0,0,0,0,0,0.019383393498240996,1.9383393498240995,NO ACTION,96.91696749120499,0
5193,L52372,L,303.9,313.1,1310,62.9,130,0,0,0,0,0,0,0,0.3868625939838723,38.68625939838723,NO ACTION,1934.3129699193614,0
5194,H34607,H,304.0,313.1,1408,39.8,132,0,0,0,0,0,0,0,0.003785536277696702,0.3785536277696702,NO ACTION,18.92768138848351,0
5195,M20054,M,303.9,313.1,1668,34.4,137,0,0,0,0,0,0,0,0.016201516932488565,1.6201516932488564,NO ACTION,81.00758466244282,0
5196,L52375,L,303.9,313.0,1551,36.8,140,0,0,0,0,0,0,0,0.009456000180971,0.9456000180970999,NO ACTION,47.280000904854994,0
5197,H34610,H,303.9,313.0,1517,36.0,142,0,0,0,0,0,0,0,0.0053127312923668705,0.531273129236687,NO ACTION,26.563656461834352,0
5198,H34611,H,303.8,312.9,1570,35.8,147,0,0,0,0,0,0,0,0.009868418677121413,0.9868418677121413,NO ACTION,49.342093385607065,0
5199,L52378,L,303.8,312.8,1428,53.3,152,0,0,0,0,0,0,0,0.21933284940569325,21.933284940569326,NO ACTION,1096.6642470284662,0
5200,L52379,L,303.8,312.8,1503,40.0,154,0,0,0,0,0,0,0,0.017340928879772798,1.73409288797728,NO ACTION,86.70464439886399,0
5201,L52380,L,303.8,312.8,1416,58.7,156,0,0,0,0,0,0,0,0.5319405426275701,53.19405426275701,SCHEDULE MAINTENANCE,2659.7027131378504,0
5202,M20061,M,303.7,312.7,1396,47.3,158,0,0,0,0,0,0,0,0.03943587577234099,3.943587577234099,NO ACTION,197.17937886170495,0
5203,L52382,L,303.7,312.7,1335,51.1,161,0,0,0,0,0,0,0,0.056994668129203487,5.699466812920349,NO ACTION,284.97334064601745,0
5204,M20063,M,303.7,312.6,1671,30.5,163,0,0,0,0,0,0,0,0.010871296341820057,1.0871296341820058,NO ACTION,54.35648170910029,0
5205,L52384,L,303.7,312.7,1989,22.4,166,0,0,0,0,0,0,0,0.04074773756872275,4.074773756872275,NO ACTION,203.73868784361375,0
5206,L52385,L,303.7,312.7,1468,43.3,168,0,0,0,0,0,0,0,0.03430253414281586,3.430253414281586,NO ACTION,171.5126707140793,0
5207,H34620,H,303.7,312.6,1711,27.6,170,0,0,0,0,0,0,0,0.008509338751585776,0.8509338751585777,NO ACTION,42.54669375792888,0
5208,M20067,M,303.8,312.7,1488,41.3,175,0,0,0,0,0,0,0,0.029767086067555175,2.9767086067555173,NO ACTION,148.83543033777588,0
5209,L52388,L,303.8,312.7,1664,29.3,178,0,0,0,0,0,0,0,0.008744814729501444,0.8744814729501443,NO ACTION,43.72407364750722,0
5210,M20069,M,303.8,312.7,1507,38.5,180,0,0,0,0,0,0,0,0.018527182703544785,1.8527182703544784,NO ACTION,92.63591351772392,0
5211,L52390,L,303.7,312.6,1466,42.5,183,0,0,0,0,0,0,0,0.03585891044887722,3.585891044887722,NO ACTION,179.2945522443861,0
5212,L52391,L,303.7,312.5,1433,53.6,185,0,0,0,0,0,0,0,0.3762312480379404,37.62312480379404,NO ACTION,1881.156240189702,0
5213,L52392,L,303.7,312.5,1397,45.7,187,0,0,0,0,0,0,0,0.0449136925011276,4.4913692501127604,NO ACTION,224.56846250563802,0
5214,M20073,M,303.7,312.6,1429,43.3,189,0,0,0,0,0,0,0,0.03183483936504355,3.183483936504355,NO ACTION,159.17419682521773,0
5215,L52394,L,303.7,312.7,1572,37.2,192,0,0,0,0,0,0,0,0.029052309068292034,2.9052309068292033,NO ACTION,145.26154534146016,0
5216,M20075,M,303.7,312.7,1532,42.7,194,0,0,0,0,0,0,0,0.08092718876853722,8.092718876853722,NO ACTION,404.63594384268606,0
5217,M20076,M,303.7,312.7,1316,51.8,197,0,0,0,0,0,0,0,0.08659239315976608,8.659239315976608,NO ACTION,432.9619657988304,0
5218,M20077,M,303.8,312.8,1420,47.9,200,0,0,0,0,0,0,0,0.09891056442975465,9.891056442975465,NO ACTION,494.55282214877326,0
5219,L52398,L,303.8,312.9,1589,37.2,203,0,0,0,0,0,0,0,0.036636567382392835,3.6636567382392835,NO ACTION,183.18283691196416,0
5220,L52399,L,303.8,313.0,1365,59.9,205,1,0,0,0,1,0,1,0.5844099003339401,58.440990033394016,SCHEDULE MAINTENANCE,2922.0495016697005,0
5221,L52400,L,303.8,313.0,1633,32.9,207,0,0,0,0,0,0,0,0.018248037671116598,1.8248037671116597,NO ACTION,91.24018835558299,0
5222,L52401,L,303.9,313.0,1626,31.4,209,0,0,0,0,0,0,0,0.01251378897005102,1.251378897005102,NO ACTION,62.5689448502551,0
5223,L52402,L,303.9,313.1,1665,29.6,0,0,0,0,0,0,0,0,0.0006998712438862751,0.06998712438862752,NO ACTION,3.4993562194313754,0
5224,M20083,M,303.9,313.2,1350,47.2,2,0,0,0,0,0,0,0,0.0022596788130764354,0.22596788130764353,NO ACTION,11.298394065382176,0
5225,L52404,L,303.9,313.2,1590,31.9,5,0,0,0,0,0,0,0,0.0005459479322948513,0.05459479322948513,NO ACTION,2.7297396614742566,0
5226,M20085,M,304.0,313.2,1437,53.9,7,0,0,0,0,0,0,0,0.04259868094758405,4.2598680947584056,NO ACTION,212.99340473792026,0
5227,L52406,L,303.9,313.0,1403,48.3,10,0,0,0,0,0,0,0,0.007407613367009139,0.7407613367009138,NO ACTION,37.0380668350457,0
5228,L52407,L,303.9,313.1,1440,41.1,12,0,0,0,0,0,0,0,0.001478084978455347,0.1478084978455347,NO ACTION,7.3904248922767355,0
5229,M20088,M,303.9,313.1,1343,61.4,14,0,0,0,0,0,0,0,0.11655955469053698,11.655955469053698,NO ACTION,582.797773452685,0
5230,H34643,H,303.9,313.1,1790,26.7,17,0,0,0,0,0,0,0,0.0016416640371057557,0.16416640371057556,NO ACTION,8.208320185528779,0
5231,M20090,M,303.8,313.1,2117,18.6,22,0,0,0,0,0,0,0,0.007239634869796188,0.7239634869796188,NO ACTION,36.19817434898094,0
5232,L52411,L,303.8,313.1,1458,42.2,25,0,0,0,0,0,0,0,0.0026805874939207974,0.26805874939207974,NO ACTION,13.402937469603987,0
5233,L52412,L,303.6,312.9,1381,57.8,27,0,0,0,0,0,0,0,0.07775180930996779,7.775180930996779,NO ACTION,388.75904654983896,0
5234,L52413,L,303.6,312.9,1450,45.3,29,0,0,0,0,0,0,0,0.006121317887507217,0.6121317887507217,NO ACTION,30.606589437536087,0
5235,L52414,L,303.7,312.9,1461,50.1,31,0,0,0,0,0,0,0,0.028216908240045135,2.8216908240045138,NO ACTION,141.0845412002257,0
5236,M20095,M,303.7,312.9,1511,41.0,33,0,0,0,0,0,0,0,0.0043227653216509005,0.43227653216509004,NO ACTION,21.613826608254502,0
5237,L52416,L,303.8,313.1,1394,45.4,36,0,0,0,0,0,0,0,0.003591331466470688,0.3591331466470688,NO ACTION,17.95665733235344,0
5238,L52417,L,303.8,313.0,1499,42.3,38,0,0,0,0,0,0,0,0.005695904879439588,0.5695904879439588,NO ACTION,28.479524397197938,0
5239,L52418,L,303.7,313.0,1457,44.1,40,0,0,0,0,0,0,0,0.005471076911444542,0.5471076911444542,NO ACTION,27.355384557222713,0
5240,L52419,L,303.7,313.0,1753,29.0,42,0,0,0,0,0,0,0,0.0026123805943563966,0.26123805943563966,NO ACTION,13.061902971781983,0
5241,L52420,L,303.7,313.0,1694,28.0,44,0,0,0,0,0,0,0,0.0010421075763479117,0.10421075763479117,NO ACTION,5.210537881739558,0
5242,L52421,L,303.7,313.1,1683,28.4,46,0,0,0,0,0,0,0,0.000962283995996238,0.0962283995996238,NO ACTION,4.81141997998119,0
5243,L52422,L,303.7,313.1,1496,47.4,48,0,0,0,0,0,0,0,0.0210866893139956,2.10866893139956,NO ACTION,105.433446569978,0
5244,L52423,L,303.7,313.1,1721,34.8,50,0,0,0,0,0,0,0,0.008983142390817638,0.8983142390817638,NO ACTION,44.91571195408819,0
5245,L52424,L,303.6,313.0,1593,31.6,52,0,0,0,0,0,0,0,0.0009059680658117205,0.09059680658117204,NO ACTION,4.529840329058603,0
5246,L52425,L,303.6,313.0,1575,38.3,54,0,0,0,0,0,0,0,0.004743584861931197,0.4743584861931197,NO ACTION,23.717924309655984,0
5247,L52426,L,303.5,313.0,1465,41.0,56,0,0,0,0,0,0,0,0.002691449297866284,0.2691449297866284,NO ACTION,13.45724648933142,0
5248,L52427,L,303.6,313.1,1405,38.3,58,0,0,0,0,0,0,0,0.0006604348344806303,0.06604348344806303,NO ACTION,3.3021741724031517,0
5249,M20108,M,303.5,313.0,1902,21.6,60,0,0,0,0,0,0,0,0.0020191733480501516,0.20191733480501517,NO ACTION,10.095866740250758,0
5250,M20109,M,303.4,312.9,1422,39.9,63,0,0,0,0,0,0,0,0.0013502556396183625,0.13502556396183624,NO ACTION,6.751278198091812,0
5251,L52430,L,303.5,312.9,1332,52.9,66,0,0,0,0,0,0,0,0.01900370084441843,1.900370084441843,NO ACTION,95.01850422209215,0
5252,M20111,M,303.4,312.9,1307,54.3,68,0,0,0,0,0,0,0,0.019832965555592937,1.9832965555592936,NO ACTION,99.16482777796469,0
5253,L52432,L,303.5,313.0,1322,59.5,71,0,0,0,0,0,0,0,0.09349339104611265,9.349339104611264,NO ACTION,467.46695523056326,0
5254,L52433,L,303.5,313.0,1547,40.3,73,0,0,0,0,0,0,0,0.007047055912283492,0.7047055912283492,NO ACTION,35.23527956141746,0
5255,L52434,L,303.5,313.1,1897,23.6,75,0,0,0,0,0,0,0,0.003669505300452108,0.36695053004521083,NO ACTION,18.34752650226054,0
5256,M20115,M,303.5,313.0,1403,51.9,77,0,0,0,0,0,0,0,0.03375338074176964,3.375338074176964,NO ACTION,168.7669037088482,0
5257,L52436,L,303.5,313.0,1393,51.6,80,0,0,0,0,0,0,0,0.028998345910595844,2.899834591059584,NO ACTION,144.99172955297922,0
5258,L52437,L,303.5,313.0,1482,38.5,82,0,0,0,0,0,0,0,0.002319106936169651,0.2319106936169651,NO ACTION,11.595534680848255,0
5259,M20118,M,303.5,312.9,1572,44.7,84,0,0,0,0,0,0,0,0.03840699316031099,3.840699316031099,NO ACTION,192.03496580155493,0
5260,L52439,L,303.5,312.9,1544,36.9,87,0,0,0,0,0,0,0,0.0035402444465340867,0.35402444465340865,NO ACTION,17.701222232670435,0
5261,M20120,M,303.5,313.0,1492,46.1,89,0,0,0,0,0,0,0,0.022470968975466913,2.247096897546691,NO ACTION,112.35484487733457,0
5262,L52441,L,303.4,312.8,1513,35.8,92,0,0,0,0,0,0,0,0.0019838809054024166,0.19838809054024165,NO ACTION,9.919404527012084,0
5263,L52442,L,303.4,312.8,1449,43.9,94,0,0,0,0,0,0,0,0.008998877305730929,0.8998877305730929,NO ACTION,44.994386528654644,0
5264,L52443,L,303.5,312.8,1877,22.3,96,0,0,0,0,0,0,0,0.0035391333395869765,0.3539133339586976,NO ACTION,17.695666697934882,0
5265,L52444,L,303.4,312.8,1376,53.4,98,0,0,0,0,0,0,0,0.05342155044934131,5.342155044934131,NO ACTION,267.1077522467066,0
5266,M20125,M,303.5,312.9,1883,23.3,100,0,0,0,0,0,0,0,0.004795309835265473,0.4795309835265473,NO ACTION,23.976549176327367,0
5267,M20126,M,303.4,312.8,1518,38.7,103,0,0,0,0,0,0,0,0.005362105937845187,0.5362105937845186,NO ACTION,26.810529689225934,0
